date,value,ma_short,ma_long
2016-08-01,234.62,229.6966666666667,201.114
2016-08-02,24.52,164.34,187.27733333333336
2016-08-03,24.99,94.71000000000002,173.326
2016-08-04,229.51,128.41,173.32399999999998
2016-08-05,230.61,148.85,173.59133333333332
2016-08-06,,127.4075,173.59133333333332
2016-08-07,,161.70333333333335,173.59133333333332
2016-08-08,25.95,162.02333333333334,160.27933333333334
2016-08-09,233.59,163.38333333333335,160.746
2016-08-10,232.71,164.08333333333334,161.17
2016-08-11,228.68,180.23250000000002,174.734
2016-08-12,25.22,149.23000000000002,161.28266666666664
2016-08-13,,180.05,161.28266666666664
2016-08-14,,162.20333333333338,161.28266666666664
2016-08-15,231.65,161.85000000000002,161.6326666666667
2016-08-16,55.47,104.11333333333334,150.482
2016-08-17,228.03,171.71666666666667,164.00133333333332
2016-08-18,25.05,135.05,150.96533333333335
2016-08-19,224.58,152.956,150.34533333333334
2016-08-20,,133.2825,150.34533333333334
2016-08-21,,159.22,150.34533333333334
2016-08-22,224.02,157.88333333333335,149.63866666666667
2016-08-23,224.02,224.2066666666667,162.93866666666665
2016-08-24,25.17,157.73666666666668,162.95066666666665
2016-08-25,25.51,124.68,149.35066666666668
2016-08-26,222.02,144.148,148.778
2016-08-27,,124.18,148.778
2016-08-28,,90.90000000000002,148.778
2016-08-29,26.14,91.22333333333336,148.79066666666668
2016-08-30,225.75,157.97000000000003,148.268
2016-08-31,227.1,159.66333333333333,147.89399999999998
2016-09-01,226.86,176.4625,147.77266666666668
2016-09-02,225.89,186.348,161.15066666666664
2016-09-03,,226.4,161.15066666666664
2016-09-04,,226.61666666666667,161.15066666666664
2016-09-05,,226.375,156.115
2016-09-06,25.96,125.92500000000003,154.00714285714284
2016-09-07,26.11,26.03500000000003,139.58428571428573
2016-09-08,226.83,92.9666666666667,153.99714285714285
2016-09-09,219.97,124.71750000000002,153.66785714285714
2016-09-10,,124.71750000000002,153.66785714285714
2016-09-11,,157.63666666666668,153.66785714285714
2016-09-12,27.2,158.00000000000003,139.60928571428573
2016-09-13,219.0,155.39000000000001,139.25071428571428
2016-09-14,221.02,155.74,153.24
2016-09-15,221.96,172.29500000000002,167.27214285714285
2016-09-16,28.13,143.46200000000002,153.42285714285714
2016-09-17,,172.5275,153.42285714285714
2016-09-18,,157.0366666666667,153.42285714285714
2016-09-19,28.49,92.86000000000001,153.59071428571428
2016-09-20,226.04,94.22000000000003,153.61142857142858
2016-09-21,230.23,161.58666666666667,153.835
2016-09-22,28.5,128.315,139.66642857142855
2016-09-23,230.92,148.836,140.0257142857143
2016-09-24,,178.9225,140.0257142857143
2016-09-25,,163.2166666666667,140.0257142857143
2016-09-26,230.86,163.4266666666667,146.08133333333336
2016-09-27,228.21,229.99666666666667,159.56466666666668
2016-09-28,28.4,162.49000000000004,159.71733333333333
2016-09-29,225.63,178.27500000000003,159.63733333333332
2016-09-30,222.7,187.16000000000003,159.81933333333333
2016-10-01,,176.235,159.81933333333333
2016-10-02,,158.91,159.81933333333333
2016-10-03,217.9,222.07666666666668,172.53266666666664
2016-10-04,217.63,219.41,172.44133333333332
2016-10-05,213.32,216.28333333333333,171.928
2016-10-06,52.72,175.3925,160.64533333333333
2016-10-07,52.44,150.802,162.266
2016-10-08,,134.0275,162.266
2016-10-09,,106.16000000000001,162.266
2016-10-10,212.32,105.82666666666667,174.52133333333333
2016-10-11,210.27,158.34333333333333,173.47
2016-10-12,211.64,211.41,172.23066666666668
2016-10-13,208.57,210.7,184.23533333333336
2016-10-14,208.72,210.304,182.75533333333334
2016-10-15,,209.8,182.75533333333334
2016-10-16,,209.64333333333335,182.75533333333334
2016-10-17,207.27,208.1866666666667,181.18266666666665
2016-10-18,207.7,207.89666666666668,179.8153333333333
2016-10-19,28.48,147.8166666666667,179.82066666666665
2016-10-20,207.5,162.7375,178.612
2016-10-21,206.67,171.524,177.54333333333332
2016-10-22,,162.5875,177.54333333333332
2016-10-23,,147.55,177.54333333333332
2016-10-24,205.35,206.50666666666666,176.70666666666665
2016-10-25,28.09,146.70333333333335,164.07066666666665
2016-10-26,207.48,146.97333333333336,163.68133333333333
2016-10-27,205.85,161.6925,173.89
2016-10-28,209.26,171.206,184.34466666666668
2016-10-29,,162.67,184.34466666666668
2016-10-30,,207.53,184.34466666666668
2016-10-31,28.16,147.7566666666667,172.06733333333332
2016-11-01,28.1,88.50666666666667,159.92266666666666
2016-11-02,215.43,90.56333333333335,160.17533333333333
2016-11-03,218.35,122.51000000000002,160.8273333333333
2016-11-04,27.63,103.53400000000002,148.75466666666668
2016-11-05,,122.37750000000001,148.75466666666668
2016-11-06,,153.80333333333337,148.75466666666668
2016-11-07,220.03,155.33666666666667,149.60533333333333
2016-11-08,222.73,156.79666666666668,150.60733333333332
2016-11-09,216.78,219.8466666666667,163.16066666666666
2016-11-10,31.58,172.78,151.43266666666665
2016-11-11,215.33,181.29000000000002,152.00999999999996
2016-11-12,,171.60500000000002,152.00999999999996
2016-11-13,,154.56333333333336,152.00999999999996
2016-11-14,51.69,99.53333333333335,141.766
2016-11-15,214.79,160.60333333333335,154.21266666666665
2016-11-16,33.27,99.91666666666667,142.59866666666667
2016-11-17,212.69,128.11,143.0546666666667
2016-11-18,212.95,145.078,143.30066666666667
2016-11-19,,168.425,143.30066666666667
2016-11-20,,152.97,143.30066666666667
2016-11-21,210.32,211.98666666666668,155.44466666666665
2016-11-22,52.45,158.57333333333335,157.068
2016-11-23,51.74,104.83666666666669,146.15533333333332
2016-11-24,,104.83666666666669,140.99857142857144
2016-11-25,66.81,95.33000000000001,143.79714285714286
2016-11-26,,57.00000000000002,143.79714285714286
2016-11-27,,59.27500000000003,143.79714285714286
2016-11-28,53.84,60.32500000000002,131.92642857142857
2016-11-29,53.75,58.13333333333335,119.85642857142857
2016-11-30,51.62,53.070000000000014,108.0592857142857
2016-12-01,35.3,48.627500000000005,108.32500000000002
2016-12-02,51.68,49.23800000000001,96.63571428571427
2016-12-03,,48.087500000000006,96.63571428571427
2016-12-04,,46.20000000000001,96.63571428571427
2016-12-05,35.21,40.73000000000001,95.45857142857143
2016-12-06,52.01,46.30000000000001,83.83142857142856
2016-12-07,35.5,40.90666666666667,83.99071428571428
2016-12-08,219.22,85.48500000000001,84.45714285714287
2016-12-09,69.53,82.29400000000001,74.21285714285715
2016-12-10,,94.06500000000001,74.21285714285715
2016-12-11,,108.08333333333333,74.21285714285715
2016-12-12,218.94,169.23,74.82857142857142
2016-12-13,34.92,107.79666666666668,73.57642857142856
2016-12-14,53.07,102.31,73.67142857142856
2016-12-15,53.68,90.1525,72.33866666666667
2016-12-16,54.57,83.036,71.52266666666667
2016-12-17,,49.06,71.52266666666667
2016-12-18,,53.77333333333333,71.52266666666667
2016-12-19,55.07,54.440000000000005,71.60466666666666
2016-12-20,55.26,54.966666666666676,71.70533333333333
2016-12-21,54.95,55.09333333333334,71.92733333333332
2016-12-22,55.44,55.18000000000001,73.27
2016-12-23,55.46,55.23600000000001,73.52199999999999
2016-12-24,,55.27750000000002,73.52199999999999
2016-12-25,,55.28333333333335,73.52199999999999
2016-12-26,,55.45000000000003,76.25857142857141
2016-12-27,55.38,55.420000000000016,76.49928571428572
2016-12-28,54.72,55.05000000000001,77.87214285714286
2016-12-29,55.57,55.223333333333336,66.18285714285715
2016-12-30,55.23,55.22500000000001,65.16142857142857
2016-12-31,,55.22500000000001,65.16142857142857
2017-01-01,,55.173333333333346,65.16142857142857
2017-01-02,,55.40000000000002,53.33230769230769
2017-01-03,55.08,55.155000000000015,54.88307692307693
2017-01-04,73.26,64.17000000000002,56.43615384615384
2017-01-05,36.71,55.01666666666668,55.13076923076923
2017-01-06,233.74,99.69750000000002,68.91307692307693
2017-01-07,,99.69750000000002,68.91307692307693
2017-01-08,,114.57000000000004,68.91307692307693
2017-01-09,54.57,108.34000000000002,68.87461538461538
2017-01-10,36.79,108.36666666666667,67.45384615384616
2017-01-11,55.06,48.80666666666667,67.46230769230769
2017-01-12,55.31,50.432500000000005,67.4523076923077
2017-01-13,228.0,85.946,80.72461538461539
2017-01-14,,93.79,80.72461538461539
2017-01-15,,112.79,80.72461538461539
2017-01-16,,141.655,80.72461538461539
2017-01-17,35.765,131.8825,79.21576923076924
2017-01-18,55.52,45.6425,79.27730769230769
2017-01-19,36.24,42.50833333333333,77.79038461538462
2017-01-20,55.0,45.63125,77.77269230769231
2017-01-21,,45.63125,77.77269230769231
2017-01-22,,48.919999999999995,77.77269230769231
2017-01-23,54.74,48.660000000000004,76.12750000000001
2017-01-24,226.71,112.15000000000002,88.38678571428571
2017-01-25,71.18,117.54333333333334,88.23821428571429
2017-01-26,225.38,144.5025,101.71464285714286
2017-01-27,38.27,123.256,87.75250000000001
2017-01-28,,140.385,87.75250000000001
2017-01-29,,111.60999999999997,87.75250000000001
2017-01-30,54.43,106.02666666666669,87.74249999999999
2017-01-31,37.45,43.38333333333333,87.78964285714287
2017-02-01,71.31,54.39666666666667,88.95035714285713
2017-02-02,34.25,49.36,87.44607142857141
2017-02-03,55.72,50.632,75.14035714285714
2017-02-04,,49.682500000000005,75.14035714285714
2017-02-05,,53.76,75.14035714285714
2017-02-06,34.8,41.589999999999996,72.451
2017-02-07,55.78,48.76666666666667,73.78533333333334
2017-02-08,56.49,49.02333333333333,73.85000000000001
2017-02-09,226.55,93.405,86.53733333333335
2017-02-10,35.56,81.836,85.24133333333334
2017-02-11,,93.595,85.24133333333334
2017-02-12,,106.2,85.24133333333334
2017-02-13,56.49,106.2,85.358
2017-02-14,55.95,49.333333333333336,73.974
2017-02-15,225.43,112.62333333333333,84.25733333333334
2017-02-16,71.78,102.4125,74.01733333333333
2017-02-17,228.1,127.55,86.67266666666666
2017-02-18,,145.315,86.67266666666666
2017-02-19,,175.10333333333332,86.67266666666666
2017-02-20,,149.94,88.97571428571429
2017-02-21,37.29,132.695,88.96428571428571
2017-02-22,37.36,37.325,86.53928571428573
2017-02-23,37.06,37.23666666666667,86.74000000000001
2017-02-24,59.03,42.685,86.97642857142857
2017-02-25,,42.685,86.97642857142857
2017-02-26,,44.48333333333334,86.97642857142857
2017-02-27,75.48,57.19,89.88214285714287
2017-02-28,34.51,56.339999999999996,88.36285714285714
